Id,Title,Desc,Type,BodyPart,Equipment,Level,Rating,RatingDesc,Duration,Favorite,Unnamed: 11
2411,FYR2 Squat Pulse,"""Start in a squat position, then pulse up and down, focusing on quadriceps activation. Quickly shift weight between heels and toes, maintaining proper form.""",Strength,Quadriceps,Body Only,Intermediate,8.0,Average,20,False,
2412,Sprinter burpee,The sprinter burpee is an explosive version of the burpee exercise that adds a sprinter jump to the top of each rep. It can be performed for time or reps in any fat-loss or athleticism-focused circuit or workout.,Strength,Quadriceps,Body Only,Intermediate,1.0,Average,16,False,
2413,Shuttle run training,"Shuttle run training is an athletic conditioning drill that’s great for developing speed and power, as well as changing direction. It’s a favorite of football and basketball players, but it can also be great conditioning work for lifters and athletes of all ability levels.",Strength,Quadriceps,Body Only,Intermediate,2.0,Average,2,False,
2414,Medicine ball ninja,"The medicine ball ninja is a dynamic medicine ball movement that challenges both the upper and lower body, while also elevating the heart rate. It's a great movement to include in medicine ball or bodyweight circuit training to increase fatigue and burn serious calories while hammering the muscles of the legs.",Plyometrics,Quadriceps,Medicine Ball,Intermediate,0.0,Average,16,False,
2415,FYR Air Ball Plus Medicine Ball Jumping Sprawl,"The medicine ball air ball to jumping sprawl is a series of bodyweight and medicine ball movement strung together into a single sequence. They collectively target virtually every muscle in the body, as well as seriously challenging the cardiovascular system. It can be a single-movement workout if done for high reps, or part of a larger circuit workout.",Strength,Quadriceps,Medicine Ball,Intermediate,5.0,Average,7,False,
2416,Medicine ball cowboy squat,"The medicine ball cowboy squat is an explosive exercise targeting the lower body, although several upper-body muscles play important supporting roles. The move involves performing jumping squats while holding a medicine ball overhead. It's commonly performed as part of a bodyweight and medicine ball circuit focused on fat loss or athleticism.",Strength,Quadriceps,Medicine Ball,Intermediate,7.0,Average,0,False,
2417,Medicine ball jumping jill,"The medicine ball jumping jill is an explosive medicine ball exercise that is similar to a jumping jack but performed holding a medicine ball between the hands. It can be performed for time or reps in a dynamic warm-up or fat-loss or conditioning circuit, usually paired with other bodyweight or medicine ball movements.",Strength,Quadriceps,Medicine Ball,Intermediate,7.0,Average,16,False,
2418,Alternate Leg Diagonal Bound,"""From a standing position, quickly switch legs while keeping your knees bent, mimicking a diagonal bound. Focus on explosive quadriceps activation.""",Plyometrics,Quadriceps,,Beginner,6.9,Average,14,False,
2419,Sit Squats,"Sit comfortably on the floor with your legs straight, slowly lower your body down into a squat position while keeping your back straight and quadriceps engaged.",Stretching,Quadriceps,,Beginner,6.1,Average,12,False,
2420,Frog Hops,"""Stand with feet hip-width apart, then explosively hop forward while keeping knees bent and quadriceps engaged. Quickly return to starting position.""",Stretching,Quadriceps,,Beginner,3.9,Average,19,False,
2421,Dumbbell lateral hop to sprint,"The dumbbell lateral hop to sprint is a multi-part explosive exercise combining weighted hops with weighted sprinting. Adding dumbbells adds a challenge to the core and shoulders. Because balance can be a challenge, it is usually performed with relatively light weights, often as a component of fat-loss or athletic training.",Plyometrics,Quadriceps,,Intermediate,0.0,Average,5,False,
2422,Smith machine lunge sprint,"The Smith machine lunge sprint is a lower-body power exercise performed with the bar of a Smith machine on the back. It is similar to an alternating jump lunge or ""scissor lunge,"" but with added weight. The contained bar of the Smith machine makes it safer and less of a balance challenge than using a free weight.",Strength,Quadriceps,,Intermediate,0.0,Average,2,False,
2423,Sissy squat,"The sissy squat is a bodyweight squat variation that involves letting the knees travel far over the toes, placing an extreme stretch on the quads. This movement targets the quad muscles directly and can be performed in partial or full ranges of motion based on knee health and pain.",Strength,Quadriceps,,Intermediate,2.0,Average,6,False,
2424,Wall ball toss,"The wall ball toss is an explosive full-body exercise utilizing a medicine ball. It involves squatting down, then explosively pressing a weighted ball into the air and catching it on a bounce off of a vertical surface. It is common in CrossFit workouts and can be performed for time or reps.",Plyometrics,Quadriceps,Exercise Ball,Intermediate,8.0,Average,5,False,
2425,Bosu Ball Squat,"Stand on a bosu ball with feet shoulder-width apart, engage core, and lower body down into a squat, keeping knees in line with toes. Push through heels to return to standing position.",Strength,Quadriceps,Exercise Ball,Beginner,0.0,Average,19,False,
2426,Exercise ball Bulgarian split squat,"The exercise ball Bulgarian split squat is an exercise that builds the quads, hamstrings, and glutes one leg at a time. The exercise ball is used to support the trailing shin and foot. Due to the balance challenge, this version of the split squat is usually performed for moderate to high reps with body weight only or light weights in the hands. If balance is a problem, you can stick the ball in the corner of a room while performing the exercise.",Strength,Quadriceps,Exercise Ball,Intermediate,9.0,Average,7,False,
2427,Internal Rotation with Band,"Hold band handle with both hands, arms extended and palms facing down. Rotate shoulders inward, keeping elbows straight, then return to starting position. Focus on slow and controlled movement.",Strength,Shoulders,Bands,Beginner,8.3,Average,20,False,
2428,Band Pull Apart,"The band pull-apart is an exercise targeting the upper back muscles, including the trapezius, rear delts, and rhomboids. The band creates dynamic tension, allowing you to really focus on contracting these muscles, making it a great activation drill prior to upper-body lifting.",Strength,Shoulders,Bands,Intermediate,8.2,Average,18,False,
2429,Back Flyes - With Bands,"""Stand facing away from anchor point, holding bands in each hand. Keeping arms straight, lift hands out to sides until shoulders are fully contracted. Slowly return to starting position.""",Strength,Shoulders,Bands,Beginner,8.1,Average,0,False,
2430,Lateral Raise - With Bands,"""Stand facing away from anchor point, holding bands in each hand. Keeping arms straight, lift shoulders out to sides until parallel to ground.""",Strength,Shoulders,Bands,Beginner,7.9,Average,16,False,
2431,Shoulder Press - With Bands,"Stand with feet shoulder-width apart, holding bands in each hand at shoulder height. Press arms straight up, squeezing shoulders; slowly lower back to start.",Strength,Shoulders,Bands,Beginner,7.6,Average,4,False,
2432,External Rotation with Band,"Stand facing away from anchor point, arm at side, and slowly rotate shoulder outward using band resistance. Focus on squeezing shoulder muscles to complete the movement.",Strength,Shoulders,Bands,Beginner,0.0,Average,20,False,
2433,FYR Band Pull-Apart,"""Hold the bands at shoulder height, arms parallel to the ground. Pull apart, squeezing shoulders and maintaining tension for a brief moment before returning to start.""",Strength,Shoulders,Bands,Intermediate,1.0,Average,18,False,
2434,HM Lateral Raise,"""Hold bands at shoulder height, arms parallel to ground. Lift laterally, keeping elbows straight, then slowly lower back to start.""",Strength,Shoulders,Bands,Intermediate,2.0,Average,19,False,
2435,Rusin Banded Over-And-Back,"""Anchor bands at shoulder height, holding handles together. Slowly move hands up and back down, keeping tension on bands, targeting shoulders.""",Strength,Shoulders,Bands,Intermediate,7.0,Average,2,False,
2436,Rusin Banded Face Pull,"""Hold bands at shoulder height, palms facing forward. Squeeze shoulder muscles to pull band apart, keeping core engaged and shoulders down. Release slowly.""",Strength,Shoulders,Bands,Intermediate,10.0,Average,9,False,
2437,UP Band Pull-Apart,"Holding a resistance band in each hand, stand with feet shoulder-width apart and arms extended to sides. Slowly pull bands apart, squeezing shoulders, then release slowly.",Strength,Shoulders,Bands,Intermediate,9.0,Average,19,False,
2438,Jordan Shallow Band-Resisted Thread the Needle,"""Thread your arms through a shallow band, then press shoulders together, squeezing muscles. Resist with bands as you maintain position.""",Strength,Shoulders,Bands,Intermediate,4.0,Average,6,False,
2439,30 Shoulders Seated Banded Barbell Shoulder Press,"Seated with feet flat, hold banded barbell with both hands at shoulder height. Press upward, extending arms fully; slowly lower to starting position, squeezing shoulders throughout.",Strength,Shoulders,Bands,Intermediate,8.0,Average,0,False,
2440,Band shoulder press,"The band shoulder press is a deltoid exercise and an alternative to the classic dumbbell shoulder press. The dynamic tension of the band forces the core to stabilize the body and more closely matches the strength curve of the shoulder press. It can be performed in low reps, such as 5-8 reps per set, to build shoulder strength, or for higher reps to build muscle and for conditioning. It can work as the main focus of a shoulder day but is also popular as an accessory movement to the bench press or barbell military press.",Strength,Shoulders,Bands,Intermediate,2.0,Average,17,False,
2441,Band lateral raise,"The band lateral raise is a shoulder exercise that targets the medial or middle head of the deltoid muscle. It's a variation of the dumbbell lateral raise, a staple strength-training move. The band lateral raise is a great option for warm-up or accessory work on upper-body training days. The dynamic tension of the band provides constant tension and matches the strength curve of the movement. It is usually performed for moderate to high reps, at least 8-12 reps, as part of the upper-body or shoulder-focused portion of a workout.",Strength,Shoulders,Bands,Intermediate,1.0,Average,16,False,
2442,Band upright row,"The band upright row is a popular movement for building stronger and bigger traps and shoulders and similar to the dumbbell upright row. Many lifters combine this move with either their back or shoulder workout, since it involves both body parts. Using the band provides dynamic resistance and is easier on the shoulder than using a barbell. It is generally performed for moderate to high reps, such as 8-12 reps per set or more.",Strength,Shoulders,Bands,Intermediate,9.0,Average,8,False,
2443,Staggered-stance band shoulder press,"The staggered-stance band shoulder press is a deltoid exercise and a variation of the band shoulder press. The dynamic tension of the band forces the core to stabilize the body, and the staggered-stance provides more stability and relieves tension on the back. It can be performed in low reps, such as 5-8 reps per set, to build shoulder strength, or for higher reps to build muscle and for conditioning. It can work as the main focus of a shoulder day but is also popular as an accessory movement to the bench press or barbell military press.",Strength,Shoulders,Bands,Intermediate,8.0,Average,13,False,
